MODEL, MARKETING_NAME, VENDOR, DISPLAY_HEIGHT, DISPLAY_WIDTH, CAMERA_PIXELS, YEAR_RELEASED, DIAGONAL_SCREEN_SIZE, REACH
LTE 3,president lte 3,gfive,1280,720,8,2015,5,2
Original Pure,original pure,oukitel,960,540,8,2015,5,2
AT-AS53N,at-as53n,wolfgang,960,540,5,2013,5.3,2
SpiderI,spider 1,glx,1280,720,13,2014,5,2
Blade A430,blade a430,zte,854,480,8,2015,4.5,2
M9000,mid m9000,kocaso,800,480,NULL,2012,8.970000000000001,2
XT300,spice xt300,motorola,320,240,NULL,2010,3,2
TAG-L13,enjoy 5s,huawei,1280,720,13,2016,5,2
U9GT4,u9gt4,cube,600,1024,0.3,2013,7,2
MID9042,mid9042,coby,800,1280,NULL,2012,8.98,2
N910,n910,mijue,960,540,5,2014,5.5,2
Advance 4.5,advance 4.5,blu,854,480,5,2014,4.5,2
Rise 31,rise 31,orange,800,480,3.1,2016,4,2
Q332,bolt,micromax,854,480,5,2015,4.5,2
D626w,desire 626,htc,1280,720,13,2014,5,2
D120,l30,lg,320,240,2,2014,3.2,2
S3000,s3000,own,800,480,5,NULL,3.5,2
DG450,latte,doogee,854,480,8,2014,4.5,2
GT-S3310,gt-s3310,samsung,320,240,NULL,2009,2.63,2
RM-1061,xl,nokia,800,480,5,2014,5,2
Motion E1 Tab,motion e1 tab,verssed,NULL,NULL,0.3,2015,7,2
GT-C3262,champ neo duos,samsung,320,240,NULL,2012,2.4,2
Y635-TL00,ascend y635,huawei,854,480,8,2015,5,2
5010G,pixi 4 (5),alcatel,854,480,8,2016,5,2
777,777,avvio,800,480,8,2015,4,2
Halo,halo,innjoo,854,480,13,2015,5,2
Golf,golf,htc,480,320,5,2012,3.5,2
ZP500+,libero,zopo,854,480,NULL,2012,4.01,2
Wave i72,wave i72,exo,600,1024,2,2015,7,2
Via A3216,via a3216,casper,960,540,2,2012,4.7,2
GT-S5830G,galaxy ace,samsung,480,320,5,2011,3.5,2
TM785A520L,tm785a520l,nuvision,1024,768,3,2015,7.85,2
P705G,optimus l7,lg,800,480,NULL,2012,4.3,2
DSlide 704,dslide 704,danew,480,800,0.3,2012,7.01,2
GT-I9158P,galaxy mega plus,samsung,960,540,8,2014,5.8,2
Zoom,zoom,himax,1280,720,8,2015,5.5,2
PolyPad 8216 HD,polypad 8216 hd,herpa,1024,768,NULL,2012,8,2
Flytouch 9,flytouch 9,unknown,600,1024,2,2012,10.1,2
GT-I5510T,galaxy 551,samsung,320,240,NULL,2010,3.2,2
C954,ultratab jazz,digitac,480,800,0.3,2014,9,2
M9S Display,m9s display,bqeel,NULL,NULL,NULL,2016,NULL,2
PLT7044K,plt7044k,proscan,480,800,0.3,2013,7,2
RM-1070,lumia 435,microsoft,800,480,2,2015,4,2
LA-912T,la-912t,lightahead,960,540,5,2014,6,2
P509,optimus t,lg,480,320,3.15,2009,3.2,2
GT-S5753E,wave,samsung,400,320,3.15,2010,3.2,2
SM-G316U,galaxy ace 4 neo,samsung,854,480,5,2014,4,2
Ixion XL145 Snatch,ixion xl145 snatch,dexp,960,540,8,2015,4.5,2
RG702,rg702,ruggear,854,480,5,2014,4.5,2
Zielo ZX-840 HD,zielo zx-840 hd,woxter,1280,720,13,2015,5,2
SM-G900R6,galaxy s5,samsung,1920,1080,16,2014,5.1,2
Polymer X,polymer x,himax,1280,720,13,2014,5.5,2
6010X,one touch star,alcatel,800,480,5,2013,4,2
UK495,g pad f 8.0,lg,1280,800,5,2015,8,2
Aquaris 5 HD,aquaris 5 hd,bq,1280,720,8,2013,5,2
3GD52i,3gd52i,smarto,1280,800,5,2014,8,2
Q427,canvas unite 4,micromax,1280,720,8,2016,5,2
P698,optimus net,lg,480,320,NULL,2011,3.2,2
SU37,su37,lg,480,320,3.15,2010,3.2,2
RM-1065,lumia 640 xl lte,microsoft,1280,720,13,2015,5.7,2
Magic Swift,magic swift,rage,480,320,1.3,2014,3.5,2
C6522,hydro xtrm,kyocera,800,480,5,2013,4,2
Basco L3,basco l3,jinga,1280,720,8,2014,5,2
Ieos Quad Pro,ieos quad pro,odys,600,1024,2,2014,10.1,2
Enjoy 7 Plus,enjoy 7 plus,msi,800,480,NULL,2012,7.01,2
A909,a909,azpen,600,1024,NULL,2013,9,2
7296,7296,coolpad,960,540,5,2013,5.5,2
GN868,gn868,gionee,800,480,NULL,2012,4.3,2
X2 Soul Xtreme,x2 soul xtreme,allview,2560,1440,24,2015,6,2
Iris X1 Beats,iris x1 beats,lava,854,480,5,2015,5,2
TPA60W,tpa60w,acer,800,1280,0.3,2011,10.1,2
HB-1000,west hikari box plus,ntt,NULL,NULL,NULL,2013,NULL,2
Touchlet XA100,touchlet xa100,pearl,600,1024,0.3,2014,10.1,2
MB511,flipout,motorola,240,320,3.15,2009,2.8,2
M15GC702P,m15gc702p,unknown,800,480,2,2013,7,2
Generic Maui Browser,generic maui browser,unknown,NULL,NULL,NULL,NULL,NULL,2
M835,ideos,huawei,320,240,3.2,2011,2.8,2
L900,l900,landvo,960,540,5,2014,5,2
U8350,boulder,huawei,240,320,NULL,2011,2.6,2
Noir X11,noir x11,qmobile,480,320,3.2,2014,3.5,2
Primo V1,primo v1,walton,1920,1080,13,2014,5,2
M99,m99,unknown,600,1024,2,2013,9,2
4k Fire TV,4k fire tv,amazon,NULL,NULL,NULL,2015,NULL,2
Smart E5,smart e5,efox,1280,720,8,2014,5,2
Via V6X,via v6x,casper,1280,720,13,2015,5.5,2
4024X,pixi first,alcatel,800,480,5,2015,4,2
7040E,one touch pop c7,alcatel,854,480,5,2013,5,2
7230,7230,coolpad,800,480,3,2012,4,2
Ilium X200,ilium x200,lanix,800,480,5,2014,4,2
MID0738,mid0738,polaroid,480,800,2,2013,7,2
HS-H910,hs-h910,hisense,1920,1080,13,2015,5.5,2
Aqua Freedom,aqua freedom,intex,1280,720,5,2015,5,2
Dynamic Spirit,dynamic spirit,ngm,854,480,8,2014,5,2
TF700KL,transformer pad infinity,asus,1200,1920,8,2012,10.1,2
My82 DTV,my82 dtv,myphone,854,480,5,2016,5,2
M425,bingo 20,infocus,854,480,8,2015,4.5,2
DG-D07S,dg-d07s,diginnos,800,1280,2,2013,7,2
Aqua Speed HD,aqua speed hd,intex,1280,720,8,2015,4.7,2
M83g,airtab,dns,768,1024,2,2013,8,2
Agua Iceberg,agua iceberg,myphone,1280,720,12,2013,5.7,2
K595,k595,karbonn,320,240,0.3,2012,2.4,2
Aqua 3G Neo,aqua 3g neo,intex,800,480,2,2015,4,2
A7E,a7e,evercoss,800,480,8,2016,4,2
Z667,z667,zte,480,320,2,2014,3.5,2
GSmart Rey R3,gsmart rey r3,gigabyte,854,480,8,2014,4.5,2
SM-P902,galaxy note pro 12.2 3g,samsung,1600,2560,8,2014,12.2,2
X181,expro x1s,irulu,800,1280,2,2015,8,2
Generic TV,generic tv,,NULL,NULL,NULL,NULL,NULL,2
GT-E2652W,gt-e2652w,samsung,320,240,1.3,2011,2.6,2
N95 8GB,n95 8gb,nokia,320,240,5,2007,2.8,2
F-08E,smartphone 2 easy,docomo,960,540,8.1,2013,4.3,2
SM-P605V,galaxy note,samsung,1600,2560,8,2014,10.1,2
A108,canvas l,micromax,960,540,8,2014,5.5,2
MID7308W,beauty hd quad core,estar,600,1024,0.3,2015,7,2
E435f,optimus l3 ii dual,lg,320,240,3.15,2013,3.2,2
PH06130,status,htc,320,480,5,2011,2.6,2
NS7886MG,platina 7.86 3g,digma,1536,2048,2,2015,7.85,2
MX56,mx56,mlais,1280,720,8,2013,5,2
F6S,f6s,unknown,480,800,2,2013,7,2
Boston,boston,orange,480,240,5,2010,3.2,2
DFPQ88,style-pad 7,global style technology,480,800,5,2012,7,2
SM-G3609,galaxy core prime,samsung,800,480,5,2014,4.5,2
T328d,desire vc,htc,800,480,NULL,2012,4.02,2
A106,a106,koobee,480,320,NULL,2011,3.5,2
President Classic 9,president classic 9,gfive,1280,720,13,2014,5.5,2
Grande,grande,o+,1280,720,5,2014,6,2
Noria ZX-X15,noria zx-x15,chromo,480,640,1.3,2013,7,2
4003A,one touch pixi 3 (4),alcatel,800,480,5,2015,4,2
Primo GH2,primo gh2,walton,854,480,5,2014,4.5,2
XT626,double v,motorola,960,540,NULL,2012,4.29,2
N89,n89,amoi,800,480,NULL,2012,4,2
Benefit M7,benefit m7,ark,1280,720,8,2015,5.5,2
5310 XpressMusic,5310 xpressmusic,nokia,320,240,2,2005,2.1,2
X530,race max q,infinix,854,480,8,2013,4.5,2
9520,storm 2,blackberry,480,360,NULL,2009,NULL,2
X901,x901,neoson,800,480,8,2013,5,2
A15,a15,karbonn,800,480,NULL,2012,4,2
US375,k8,us cellular,1280,720,8,2016,5,2
A10 MID,a10 mid,unknown,480,800,NULL,2011,7,2
LUA-U23,eco y3ii,huawei,854,480,5,2016,4.5,2
Quantum 400 Lite,quantum 400 lite,goclever,800,480,3,2014,4,2
GT-C3330,champ 2,samsung,320,240,2,2011,2.4,2
TH-1130M,th-1130m,thomson,960,540,8,2013,5.3,2
A10iQ,a10iq,reeder,1536,2048,5,2014,9.699999999999999,2
iMO 900,imo 900,opsson,800,480,8,2012,4,2
T820,t820,gadmei,768,1280,NULL,2011,7.98,2
IS12M,motorola razr,kddi,960,540,8,2012,4.3,2
Cloud Power Plus,cloud power plus,intex,1280,720,13,2015,5,2
2core7,2core7,mediaplay,480,800,0.3,2014,7,2
Andy 6EL LTE,andy 6el lte,yezz,1280,720,8,2015,6,2
DM013SH,disney mobile dm013sh,softbank,854,480,NULL,2012,3.7,2
PG09410,jetstream,htc,800,1280,8,2011,10.1,2
NT-1011T,nettab thor le,iconbit,600,1024,2,2014,10.1,2
Stealth Pro 7C,stealth pro 7c,trio,800,480,0.3,2012,7.01,2
Kindle 2,kindle 2,amazon,800,600,NULL,2009,6,2
Aura,aura,karbonn,854,480,5,2015,5,2
M-PPxG501,phonepad duo,mediacom,854,480,5,2015,4,2
Boost 2,boost 2,highscreen,1280,720,8,2014,5,2
G3 Tv,google tv,lg,NULL,NULL,NULL,2014,NULL,2
Aquos TV,aquos tv,sharp,NULL,NULL,NULL,NULL,NULL,2
Andi 5K Sparkle,andi 5k sparkle,iball,960,540,8,2014,5,2
T40,t40,panasonic,800,480,5,2014,4,2
Xplorer ZVI,xplorer zvi,symphony,1280,720,8,2015,5,2
N70,window n70 dual core,yuandao,600,1024,NULL,2012,6.98,2
RQ-713,rq-713,royqueen,480,800,2,2014,7,2
Tablet PC,tablet pc,irulu,720,1280,10,2012,10.1,2
GT-C5010,gt-c5010,samsung,160,128,1.3,2010,2,2
G19,g19,aloes,960,540,5,2016,5.5,2
NS-P16AT785HD,ns-p16at785hd,insignia,2018,1536,5,2015,7.85,2
P925g,p925g,lg,800,480,NULL,2011,4.3,2
C525U,one sv lte,htc,800,480,5,2012,4.3,2
S320,titan tv,cherry mobile,800,480,8,2014,6,2
AQ5000,canvas hue,micromax,1280,720,8,2015,5,2
Vi2S,vi2s,massgo,720,1280,8,2015,5,2
PSP5455,multiphone 5455,prestigio,960,540,12.78,2014,4.5,2
PF83,phonetab,xtouch,768,1024,2,2013,7.85,2
GT-S5830B,galaxy ace,samsung,480,320,5,2011,3.5,2
Studio 5.0e,studio 5.0e,blu,854,480,3.15,2014,5,2
E703J,e703j,enet,800,800,0.3,2012,7,2
GT-S6812B,galaxy fame duos,samsung,480,320,5,2013,3.5,2
MID A10,mid a10,unknown,600,800,NULL,2012,6.99,2
US990,g3,lg,2560,1440,13,2014,5.5,2
DM015K,disney mobile dm015k,softbank,1280,720,8.1,2013,4.29,2
BQS-5004,paris,bq,960,540,8,2015,5,2
A768t,a768t,lenovo,1280,720,8,2014,5.5,2
Q348,canvas selfie 3,micromax,1280,720,8,2015,4.8,2
S35D,s35d,advan,480,320,2,2015,3.5,2
Z826,grand x plus,zte,1280,720,8,2014,5,2
50c Helium,50c helium,archos,854,480,5,2015,5,2
Dslide 900,dslide 900,danew,480,800,0.3,2014,9,2
W839+,w839+,wellcom,320,240,NULL,2009,NULL,2
PAP5400DUO,multiphone 5400 duo,prestigio,800,480,8,2013,4,2
MXV,mxv,vensmile,NULL,NULL,NULL,2015,NULL,2
Vivo 4.8 HD,vivo 4.8 hd,blu,1280,720,8,2014,4.8,2
H892L,raven,huawei,1920,1080,8,2015,5.5,2
V72C,optik 2,sprint,600,1024,5,2013,7,2
Ta-Fone A34 HD,ta-fone a34 hd,karbonn,600,1024,2,2013,7,2
Skyfire 2.0,skyfire 2.0,cherry mobile,960,540,8,2013,5,2
VT10416-1,vt10416-1,trekstor,768,1366,5,2014,10.1,2
Tornado 350,tornado 350,kazam,1280,720,13,2015,5,2
M-MP860S2,smart pad 860s2,mediacom,768,1024,NULL,2012,8,2
Sleek 10.1,sleek 10.1,mobiltab,800,1280,2,2013,10.1,2
RCT6672W23,7 mercury,rca tablets,600,1024,2,2014,7,2
Asha 302,asha 302,nokia,240,320,NULL,2011,2.4,2
GT-S5830M,galaxy ace,samsung,480,320,5,2011,3.5,2
Xplorer W128,xplorer w128,symphony,960,540,2,2014,4.5,2
Generic MeeGo,generic meego,unknown,NULL,NULL,NULL,NULL,NULL,2
Ixion X LTE 4.5,ixion x lte 4.5,dexp,960,540,5,2015,4.5,2
GT-I9000B,galaxy s,samsung,800,480,NULL,2010,4,2
KYE6710,torque,sprint,800,480,NULL,2013,4,2
NIM-450D,nim-450d,neuimage,960,540,5,2016,4.5,2
1105,1105,oppo,854,480,5,2014,4.5,2
GT-I9008,galaxy s,samsung,800,480,NULL,2010,4,2
D35,d35,tcl,480,320,2,2014,3.5,2
SM-G800X,galaxy s5 mini,samsung,1280,720,8,2014,4.5,2
W336,w336,philips,480,320,NULL,2012,3.5,2
Dash X2,dash x2,blu,1280,720,8,2016,5,2
Droidz Slate HD,droidz slate hd,torque,1280,720,13,2015,5.5,2
NX785QC,premium 7.85,nextbook,768,1024,2,2014,7.85,2
S810t,s810t,lenovo,1280,720,8,2014,5.5,2
U521,u521,oppo,320,240,NULL,2010,NULL,2
T50,t50,panasonic,854,480,5,2015,4.5,2
Xplorer H100,xplorer h100,symphony,1280,720,8,2014,5,2
Q390,fuze,cherry mobile,854,480,8,2014,5,2
Noir LT250,noir lt250,qmobile,1280,720,8,2014,4.7,2
AX4,ax4 nano,allview,800,480,3.15,2014,7,2
8110,pearl,blackberry,260,240,NULL,2008,2.2,2
SURFpad 3 7,surfpad 3 7,pocketbook,1024,768,5,2014,7.85,2
Kindle DX,kindle dx,amazon,1200,824,NULL,2009,9.699999999999999,2
SGH-S970G,galaxy s4 lte,samsung,1920,1080,13,2014,5,2
K750i,k750i,sony ericsson,220,176,2,2005,1.8,2
S5002,sol jr,verykool,960,540,5,2015,5,2
TU-1489A,tu-1489a,xie he kong,800,1280,5,2015,10.1,2
Ursus 8EV,ursus 8ev,dexp,1280,800,2,2015,8,2
LT02,lt02,bird,960,540,2,2014,5,2
Moto 360,moto 360,motorola,290,320,NULL,2014,1.56,2
GT-S5230,star,samsung,400,240,3.15,2010,3,2
S10,s10,qmobile,320,240,NULL,2011,NULL,2
PC7518,pc7518,pierre cardin,480,800,0.3,2013,7,2
Fire Plus 3G,fire plus 3g,innjoo,1280,720,13,2015,5.5,2
A8i Quad,a8i quad,reeder,800,1280,5,2015,7.85,2
Ixion E240,strike 2,dexp,800,480,2,2016,4,2
E411G,optimus l1 ii,lg,320,240,2,2011,3,2
X250,x250,qmobile,854,480,5,2014,5,2
Trooper 450,trooper 450,kazam,854,480,5,2015,5,2
H998,h998,daxian,800,480,3,2013,4,2
P935,optimus lte,lg,1280,720,8,2011,4.5,2
Xplorer W69Q,xplorer w69q,symphony,800,480,5,2014,4,2
PSP5507,multiphone 5507 duo,prestigio,854,480,8,2014,5.3,2
SGH-T849,galaxy tab 7.0,samsung,1024,1024,3.15,2011,7,2
N818,n818,zte,854,480,5,2014,4.5,2
Aqua 4.5E,aqua 4.5e,intex,854,480,5,2015,4.5,2
P910i,p910i,sony ericsson,320,208,NULL,2003,2.89,2
202K,dingo r,softbank,1280,720,8.1,2013,4.29,2
M5 Lite CDMA,m5 lite cdma,gionee,1280,720,8,2016,5,2
7105,7105,coolpad,854,480,3.1,2014,4.5,2
E720,optimus chic,lg,480,320,NULL,2011,4.27,2
KM-S300,take hd,kt,1280,800,8,2012,4.51,2
PSP5505DUO,multiphone psp5505,prestigio,1280,720,13,2014,5,2
Hiro,hiro,orange,854,480,5,2012,4.3,2
XT681,xt681,motorola,854,480,NULL,2011,4,2
CT1020W,8 go,carrefour,800,1280,2,2014,10.1,2
X450,x450,qmobile,854,480,5,2015,5,2
208,208,nokia,320,240,1.3,2013,2.4,2
GT-B5512,galaxy y pro duos,samsung,240,320,3.15,2011,2.6,2
MF97A,livepro,sprint,800,480,NULL,2014,4,2
Dynamic Time,dynamic time,ngm,854,480,8,2015,5,2
BH-5128,bh-5128,ez tab,600,1024,3,2015,7,2
Dslide 971 DC,dslide 971 dc,danew,1024,768,2,2015,9.699999999999999,2
J10i2,elm,sony ericsson,320,240,5,2009,2.2,2
P701+,p701+,yuntab,480,800,2,2012,7,2
5108,5108,coolpad,480,320,2,2013,4,2
PZ10,phantom pz10,rivo,1280,720,12,2014,4.7,2
Zielo Z400,zielo z400,woxter,960,540,8,2014,5,2
Z740G,sonata,zte,800,480,5,2014,4,2
Astro,astro,cherry mobile,480,320,2,2015,3.5,2
T50,xfactor trend t50,colors,854,480,8,2016,4.5,2
Spark II,spark ii,zh&k,NULL,NULL,NULL,2015,5,2
Iris 352e,iris 352e,lava,480,320,2,2013,3.5,2
T34,t34,oysters,768,1024,2,2013,9.699999999999999,2
Ilium L950,ilium l950,lanix,1280,720,8,2015,4.8,2
Thunder2 4.5L,thunder2 4.5l,kazam,854,480,8,2014,4.5,2
W121,canvas win,micromax,1280,720,8,2014,5,2
201K,honey bee,softbank,800,480,2,2013,3.7,2
009SH,aquos phone the premium,softbank,960,540,NULL,2011,4.01,2
GT-S5831i,galaxy ace,samsung,480,320,3,2013,3.5,2
Iris Selfie 50,iris selfie 50,lava,1280,720,8,2014,5,2
SM-T805L,galaxy tab s,samsung,1600,2560,8,2014,10.5,2
S737,s737,playster,800,1280,2,2014,7,2
Studio 5.5 K,studio 5.5 k,blu,854,480,5,2013,5.5,2
Q880,q880,unknown,800,480,12,2014,5.3,2
Starextrem 2,starextrem 2,sfr,1280,720,8,2014,5.9,2
SGP561,xperia z2 tablet,verizon,1200,1920,8,2014,10.1,2
Hello 7D Ultra,hello 7d ultra,utok,600,1024,2,2014,7,2
A10-80HC,a10-80hc,lenovo,800,1280,5,2013,10.1,2
CMP500,cmp 500,coby,800,480,2,2013,5,2
Phone Max,phone max,energy sistem,1280,720,8,2015,5,2
A10,a10,pocketbook,1024,768,NULL,2012,10,2
LS-5006,water 6,lyf,1280,720,13,2015,5,2
MS690,optimus m,lg,480,320,3.2,2009,3.2,2
City SE,city se,wink,1280,720,13,2016,5,2
Desire 609d,desire 609d,htc,960,540,8,2013,4.5,2
M-MPI10C3G,smartpad,mediacom,600,1024,2,NULL,10.1,2
PNDP51M7,pendopad 7,pendo,600,1024,0.3,2015,7,2
KNT-TL10,honor v8,huawei,1920,1080,12,2016,5.7,2
XT885,razr v,motorola,960,540,NULL,2012,4.3,2
F-04F,f-04f,docomo,960,540,8,2014,4.3,2
Brace-X1,brace-x1,iball,800,1280,13,2015,10.1,2
GXPAD395G,gxpad395g,alps,1024,600,2.3,2014,5.5,2
A600,fantasy lite,mito,480,320,5,2015,4,2
U9815,grand memo,zte,1280,720,13,2013,5.7,2
M9 Plus,m9 plus,vensmile,NULL,NULL,NULL,2016,NULL,2
Che2-TL00H,honor 4x,huawei,1280,720,13,2014,5.5,2
R813T,r813t,oppo,800,480,NULL,2012,4,2
A3800D,a3800d,lenovo,854,480,5,2015,4.5,2
E97,e97,dragon touch,768,1024,2,2015,9.699999999999999,2
Nomi 3S,nomi 3s,guoju,1280,720,8,2015,5,2
GT-C3050,stratus,samsung,160,128,NULL,2009,2.01,2
8705,8705,coolpad,854,480,5,2014,4.7,2
EUTB-708,argos,eurocase,480,800,0.3,2013,7,2
PSP3450 DUO,multiphone 3450 duo,prestigio,854,480,8,2014,4.5,2
Q424,bolt selfie,micromax,854,480,5,2015,4.5,2
FS452,nimbus 2,fly,480,854,5,2015,4.5,2
GT-P7500M,galaxy tab 10.1,samsung,800,1280,3.15,2011,10.1,2
A571VL,pixi avion,straight talk,NULL,NULL,2,2016,4.5,2
Iris Pro 30,iris pro 30,lava,1280,720,8,2014,4.7,2
Infinity,infinity,explay,800,480,8,2012,4.3,2
i4901,fab 3g,idea,800,480,3.2,2014,4,2
OT-990,one touch 990,alcatel,480,320,5,2011,3.5,2
PTM-Z Mini,phantom z mini,tecno,1280,720,13,2015,5,2
miTab Praga,mitab praga,wolder,800,480,5,2015,7,2
A114R,canvas beat,micromax,960,540,8,2014,5,2
Thrill 430d,thrill 430d,cloudfone,800,480,5,2012,4.3,2
P-04D,p-04d,docomo,960,540,8.199999999999999,2012,4.3,2
SHW-M290S,shw-m290s,samsung,480,320,3.15,2011,3.2,2
Ace Strike,ace strike,swipe,1024,600,5,2015,6.98,2
T8002,t8002,senkatel,768,1024,2,2014,8,2
PC PA10.1M,pc pa10.1m,jay-tech,600,1024,2,2014,10.1,2
N72,n72,nokia,208,176,2,2006,2.1,2
V889F,v889f,zte,800,480,5,2012,4,2
President G6,president g6,gfive,960,540,8,2014,5,2
LT1041-C,klu lt1041,curtis,600,1024,0.3,2014,10.1,2
Easy Smart F2,easy smart f2,fourel,854,480,5,2014,4.5,2
X147,l60,lg,800,480,5,2014,4.3,2
XT1609,moto g4 play,motorola,1280,720,8,2016,5,2
Xplorer T8i,xplorer t8i,symphony,768,1024,5,2012,8,2
Smart Tab 7800,smart tab 7800,essentiel b,768,1024,2,2014,7.9,2
S102,s102,unknown,600,1024,2,2014,10.1,2
GT-S5302,galaxy pocket duos,samsung,320,240,NULL,2012,2.8,2
E201,e201,enspert,600,1024,NULL,2010,7,2
L100,life play,blu,1280,720,8,2013,4.7,2
Forward Evolve,forward evolve,ngm,960,540,8,2014,5,2
Auxus Prime P8000,auxus prime p8000,iberry,1920,1080,13,2015,5.5,2
I45,i45,advan,800,480,5,2015,4.5,2
8.33z,8.33z,oplus,800,480,3.2,2015,4,2
Viva H8+,viva h8+,allview,800,1280,5,2015,8,2
Elite 6.0L,elite 6.0l,sky devices,1280,720,13,2016,6,2
GT-C3222,chat,samsung,176,220,1.3,2011,2.2,2
Y613F,y613f,vivo,854,480,5,2015,4.5,2
i504,i504,nomi,1280,720,8,2015,5,2
SCH-I509,galaxy y,samsung,320,240,1.9,2011,3,2
TF-MID9701G,tf-mid9701g,telefunken,768,1024,3,2013,9.699999999999999,2
4018A,one touch pop d1,alcatel,480,320,3.15,2014,3.5,2
T809,easy smart,telsra,800,480,2,2014,4,2
PO58220,one mini,at&t,1280,720,4.1,2013,4.3,2
MID990,mid990,pf technology,480,800,0.3,2013,9.199999999999999,2
A3900,a3900,lenovo,854,480,5,2015,5,2
A6366,aria,htc,480,320,NULL,2010,2.84,2
U8686,t-mobile prism ii,huawei,480,320,3,2013,3.5,2
VP70,onyx,vestel,600,1024,2,2013,7,2
C600,c600,gionee,480,320,NULL,2012,3.5,2
3G7,ubislate 3g7,datawind,600,1024,2,2015,7,2
iNote beyond,inote beyond,i-tel,854,480,3,2013,4.5,2
P3312,ms6 colors,multilaser,960,540,8,2015,5.5,2
XT685,motoluxe,motorola,854,480,8,2012,4,2
Guru GX,gsmart,gigabyte,1920,1080,13,2014,5,2
Z708,z708,plum,600,1024,8,2014,7,2
PI4010G,pi4010g,philips,1280,800,0.3,2014,8,2
PNDPP41DG7BLK,pendopad 7,pendo,480,800,0.3,2013,7,2
Slide 3G Q1035,slide 3g q1035,iball,800,1280,8,2014,10.1,2
Mi 1 C1,mi 1 c1,xiaomi,854,480,7.7,2012,4,2
A118R,canvas tube a118r,micromax,1920,1080,8,2014,5.5,2
C8817E,c8817e,huawei,1280,720,8,2014,5,2
SmartTab II 10,smarttab ii 10,vodafone,800,1280,5,2012,10.06,2
A60,a60,lenovo,480,320,NULL,2011,3.5,2
M931,premia 4g,huawei,800,480,5,2013,4,2
Q500s IPS,q500s ips,xolo,800,480,5,2014,4,2
PAVO,pavo,asmobile,128,128,NULL,2002,NULL,2
LT50+,lt50+,azumi,1280,720,12,2015,5,2
GT-S6012,galaxy music,samsung,320,240,NULL,2012,3.15,2
SP5540,casiopea xxl,woo,1280,720,5,2016,5.5,2
Aqua Y2 1GB,aqua y2 1gb,intex,800,480,8,2015,4,2
PMP5101D3G Quad,multipad 4 quantum 10.1 3g,prestigio,800,1280,2,2013,10.1,2
Game Console,game console,ouya,NULL,NULL,NULL,NULL,NULL,2
EX7415,ex7415,cink,1024,600,2,2015,7,2
Asha 202,asha 202,nokia,320,240,2,2012,2.4,2
GT-S5310M,galaxy pocket neo,samsung,320,240,2,2013,3,2
A320t,a320t,lenovo,854,480,2,2014,4,2
IS11LG,optimus x,kddi,800,480,8,2012,4,2
V19,v19,indigi,854,480,5,2015,5.5,2
SGH-T959P,galaxy s/fascinate 4g,samsung,800,480,5,2011,4,2
AQT80,slate 8,sprint,800,1280,5,2015,8,2
TechniPad 10-3G,technipad 10-3g,technisat,800,1280,5,2013,10,2
M736,m736,kocaso,480,800,0.3,2013,7,2
YQ607,jianguo yq607,smartisan,1920,1080,13,2015,5.5,2
Q7271-IPS20,slide 3g,iball,600,1024,2,2014,7,2
US670,optimus,lg,480,320,3.1,2009,3.2,2
Flo,flo,coolpad,854,480,5,2013,4.5,2
WM8880-MID,wm8880-mid,wondermedia,480,800,0.3,2013,7,2
Odyssey Ace,odyssey ace,zh&k,800,480,3,2015,4,2
Pro,beeline pro,beeline,854,480,8,2015,4.5,2
I9300i,i9300i,unknown,960,540,NULL,2012,5.5,2
IQ1450,iqtalk rock,mls,854,480,8,2014,4.5,2
Ixion P4,ixion p4,dexp,800,480,5,2015,4,2
Aqua Star II HD,aqua star ii hd,intex,1280,720,8,2015,5,2
DM014SH,disney mobile dm014sh,softbank,1280,720,13,2013,4.5,2
GT-H9500,s4,hdc,1280,720,13,2013,5,2
President Shark 3,president shark 3,gfive,480,320,2,2015,3.5,1
A310,msgm8 ii,cricket,176,220,NULL,2010,2.2,1
ME860,atrix 4g,motorola,960,540,5,2011,4,1
Blaster 2,blaster 2,just5,1280,720,13,2015,5,1
N10-2cpu,n10-2cpu,sanei,800,1280,2,2013,10.1,1
P728M,p728m,tcl,1280,720,13,2014,5.5,1
TBDG734,tbdg734,zeki,480,800,NULL,2013,7,1
Evo Shift 4G,evo shift 4g,sprint,800,480,5,2011,3.6,1
V813,v813,onda,768,1024,5,2013,8,1
M8Et,desire eye,htc,1920,1080,13,2014,5.2,1
RCT6272W23,pro7,rca tablets,1024,600,2,2014,7,1
U701T,u701t,oppo,800,480,NULL,2012,4,1
P902(A900),p902(a900),polaroid,600,1024,NULL,2015,9,1
HT-I617,ht-i617,haier,480,320,NULL,2012,3.5,1
X2 Soul PRO,x2 soul pro,allview,1920,1080,13,2015,5.2,1
TM-MID792E,tm-mid792e,touchmate,480,800,2,2015,7,1
Q55,q55,qjo,960,540,8,NULL,5.5,1
Lifetab E7310,lifetab e7310,medion,600,1024,2,2013,7,1
Lifetab E7313,lifetab e7313,aldi,600,1024,2,2014,7,1
2730c,2730 classic,nokia,320,240,NULL,2009,2.63,1
Space,space,odys,800,480,0.3,2011,7,1
40 Neon,40 neon,archos,800,400,5,2016,4,1
S45A,star fit,advan,854,480,5,2015,4.5,1
Primo C3,primo c3,walton,480,320,1.3,2014,3.5,1
