MODEL,REACH,MARKETING_NAME,VENDOR,PRICE_RELEASED,YEAR_RELEASED,MONTH_RELEASED,TIME_RELEASED,DIAGONAL_SCREEN_SIZE,CAMERA_PIXELS,DISPLAY_HEIGHT,DISPLAY_WIDTH,AGE,ClusterScrCam_km7
SM-J700F,4501823,galaxy j7 duo,samsung,250.0,2015.0,6.0,2015.5,5.5,13.0,1280.0,720.0,1.6666666666667425,1
SM-J200GU,3195986,galaxy j2,samsung,150.0,2015.0,9.0,2015.75,4.5,5.0,960.0,540.0,1.4166666666667425,2
SM-J710F,2527806,galaxy j7 (2016),samsung,230.0,2016.0,4.0,2016.333333333333,5.5,13.0,1920.0,1080.0,0.8333333333337123,1
SM-G7102,2140614,galaxy grand 2,samsung,180.0,2013.0,1.0,2013.083333333333,5.25,8.0,1280.0,720.0,4.083333333333712,4
A1601,1159735,f1s,oppo,300.0,2016.0,8.0,2016.666666666667,5.5,16.0,1280.0,720.0,0.4999999999997726,1
GT-I8552B,1089479,galaxy win duos,samsung,170.0,2013.0,5.0,2013.416666666667,4.66,5.0,800.0,480.0,3.7499999999997726,3
GT-N7100,1011722,galaxy note 2,samsung,300.0,2012.0,9.0,2012.75,5.5,8.0,1280.0,720.0,4.4166666666667425,4
SM-N920C,944883,galaxy note 5,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
GT-I8552,940541,galaxy win,samsung,170.0,2013.0,5.0,2013.416666666667,4.7,5.0,800.0,480.0,3.7499999999997726,3
Smart 4G Speedy 4.0,899967,smart 4g speedy 4.0,true,80.0,2015.0,,2015.5,4.0,5.0,480.0,800.0,1.6666666666667425,2
SM-G610F,864316,galaxy j7 prime,samsung,280.0,2016.0,8.0,2016.666666666667,5.5,8.0,1920.0,1080.0,0.4999999999997726,1
T00J,845082,zenfone 5,asus,130.0,2014.0,4.0,2014.333333333333,5.0,8.0,1280.0,720.0,2.8333333333337123,2
SM-A500F,832356,galaxy a5,samsung,290.0,2014.0,11.0,2014.916666666667,5.0,13.0,1280.0,720.0,2.2499999999997726,1
Smart Max 4.0,823073,smart max 4.0,true,80.0,2016.0,,2016.5,4.0,5.0,,,0.6666666666667425,2
N5111,791290,n1 mini,oppo,330.0,2014.0,8.0,2014.666666666667,5.0,13.0,1280.0,720.0,2.4999999999997726,1
SM-G530F,789623,galaxy grand prime,samsung,150.0,2014.0,10.0,2014.833333333333,5.0,8.0,960.0,540.0,2.3333333333337123,2
GT-I9082L,782188,galaxy grand,samsung,180.0,2013.0,1.0,2013.083333333333,5.0,8.0,800.0,480.0,4.083333333333712,4
GT-I9082,767704,galaxy grand,samsung,180.0,2013.0,1.0,2013.083333333333,5.0,8.0,800.0,480.0,4.083333333333712,4
F1f,750859,f1,oppo,230.0,2016.0,1.0,2016.083333333333,5.0,13.0,1280.0,720.0,1.0833333333337123,1
SM-A710F,733993,galaxy a7 (2016),samsung,460.0,2015.0,12.0,2016.0,5.5,13.0,1920.0,1080.0,1.1666666666667425,5
SM-N900,698117,galaxy note 3,samsung,420.0,2013.0,9.0,2013.75,5.7,13.0,1920.0,1080.0,3.4166666666667425,4
Iris 810,678729,iris 810,lava,80.0,2016.0,,2016.5,5.0,5.0,854.0,480.0,0.6666666666667425,2
SM-N910C,673458,galaxy note 4,samsung,550.0,2014.0,,2014.5,5.7,16.0,2560.0,1440.0,2.6666666666667425,5
SM-G935F,672268,galaxy s7 edge,samsung,600.0,2016.0,3.0,2016.25,5.5,12.2,2560.0,1440.0,0.9166666666667425,5
SM-A700FD,653861,galaxy a7,samsung,370.0,2015.0,2.0,2015.166666666667,5.5,13.0,1920.0,1080.0,1.9999999999997726,1
Iris 700,643998,iris 700,lava,80.0,2014.0,,2014.5,4.5,5.0,960.0,540.0,2.6666666666667425,2
A37f,621224,a37f,oppo,220.0,2016.0,6.0,2016.5,5.0,8.0,1280.0,720.0,0.6666666666667425,2
GT-I9500,619570,galaxy s4,samsung,320.0,2013.0,4.0,2013.333333333333,5.0,13.0,1920.0,1080.0,3.8333333333337123,4
Iris 600,596376,iris 600,lava,80.0,2015.0,,2015.5,4.5,5.0,854.0,480.0,1.6666666666667425,2
SM-G900F,584565,galaxy s5,samsung,480.0,2014.0,4.0,2014.333333333333,5.1,16.0,1920.0,1080.0,2.8333333333337123,5
X9006,582454,find 7a,oppo,370.0,2014.0,3.0,2014.25,5.5,13.0,1920.0,1080.0,2.9166666666667425,4
Iris 510,580781,iris 510,lava,80.0,2014.0,,2014.5,4.0,5.0,800.0,480.0,2.6666666666667425,2
Iris 550,578306,iris 550,ais,150.0,2015.0,4.0,2015.333333333333,4.0,5.0,800.0,480.0,1.8333333333337123,2
SM-A910F,560721,galaxy a9 (2016),samsung,460.0,2015.0,1.0,2015.083333333333,6.0,13.0,1920.0,1080.0,2.0833333333337123,5
SM-A510F,540345,galaxy a5,samsung,300.0,2015.0,12.0,2016.0,5.2,13.0,1920.0,1080.0,1.1666666666667425,1
Y51,534519,y51,vivo,130.0,2015.0,12.0,2016.0,5.0,8.0,960.0,540.0,1.1666666666667425,2
GT-I9152,521416,galaxy mega 5.8,samsung,280.0,2013.0,5.0,2013.416666666667,5.8,8.0,960.0,540.0,3.7499999999997726,4
SM-J500G,514708,galaxy j5,samsung,160.0,2015.0,6.0,2015.5,5.0,13.0,1280.0,720.0,1.6666666666667425,1
SM-G360H,513061,galaxy core prime duos,samsung,150.0,2014.0,11.0,2014.916666666667,4.5,5.0,800.0,480.0,2.2499999999997726,2
Iris 360m,502470,iris 360 music,lava,80.0,2016.0,,2016.5,3.5,2.0,480.0,320.0,0.6666666666667425,2
SM-J100ML,497031,galaxy j1,samsung,110.0,2015.0,2.0,2015.166666666667,4.3,5.0,800.0,480.0,1.9999999999997726,2
SM-G360HU,495187,galaxy core prime,samsung,150.0,2014.0,11.0,2014.916666666667,4.5,5.0,800.0,480.0,2.2499999999997726,2
SM-A800F,489506,galaxy a8,samsung,270.0,2015.0,10.0,2015.833333333333,5.7,16.0,1920.0,1080.0,1.3333333333337123,1
SM-E500H,478073,galaxy e5,samsung,240.0,2015.0,2.0,2015.166666666667,5.0,8.0,1280.0,720.0,1.9999999999997726,2
Iris 708,456925,iris 708,lava,80.0,2015.0,,2015.5,4.5,8.0,960.0,540.0,1.6666666666667425,2
A33W,450913,neo 7,oppo,240.0,2015.0,11.0,2015.916666666667,5.0,8.0,960.0,540.0,1.2499999999997726,2
1201,415838,1201,izoom,70.0,2014.0,8.0,2014.666666666667,4.0,2.0,800.0,400.0,2.4999999999997726,2
GT-N5100,408426,galaxy note 8,samsung,320.0,2013.0,4.0,2013.333333333333,8.0,5.0,1280.0,800.0,3.8333333333337123,6
R2001,386446,yoyo,oppo,200.0,2014.0,5.0,2014.416666666667,4.7,5.0,960.0,540.0,2.7499999999997726,2
SM-G925F,378869,galaxy s6 edge,samsung,600.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
SM-N9005,367117,galaxy note 3 4g lte,samsung,420.0,2013.0,9.0,2013.75,5.7,13.0,1920.0,1080.0,3.4166666666667425,4
Iris 750,341419,iris 750,,80.0,2015.0,,2015.5,4.5,8.0,854.0,480.0,1.6666666666667425,2
SM-J510FN,336682,galaxy j5,samsung,250.0,2016.0,4.0,2016.333333333333,5.2,13.0,1280.0,720.0,0.8333333333337123,1
GT-S7582L,333457,galaxy trend pro dual,samsung,130.0,2013.0,12.0,2014.0,4.0,2.0,800.0,480.0,3.1666666666667425,3
GT-I9300,321452,galaxy s3,samsung,300.0,2012.0,4.0,2012.333333333333,4.8,8.0,1280.0,720.0,4.833333333333712,4
GT-S7582,310667,galaxy s duos 2,samsung,130.0,2013.0,12.0,2014.0,4.0,5.0,800.0,480.0,3.1666666666667425,3
Iris 800,309119,iris 800,lava,80.0,2015.0,,2015.5,5.0,5.0,854.0,480.0,1.6666666666667425,2
X9009,294935,r9,oppo,350.0,2016.0,3.0,2016.25,5.5,13.0,1920.0,1080.0,0.9166666666667425,1
i-Style 7.7 DTV,294042,i-style 7.7 dtv,i-mobile,130.0,2014.0,,2014.5,4.0,5.0,800.0,480.0,2.6666666666667425,2
SM-E700F,291151,galaxy e7,samsung,270.0,2015.0,2.0,2015.166666666667,5.5,13.0,1280.0,720.0,1.9999999999997726,1
A11w,273907,joy 3,oppo,130.0,2015.0,8.0,2015.666666666667,4.5,5.0,854.0,480.0,1.4999999999997726,2
Smart 4.0,272017,smart 4.0,true,80.0,2014.0,,2014.5,4.0,5.0,800.0,480.0,2.6666666666667425,2
A33F,269511,neo 7,oppo,240.0,2015.0,11.0,2015.916666666667,5.0,8.0,960.0,540.0,1.2499999999997726,2
A51f,268969,mirror 5s,oppo,220.0,2015.0,8.0,2015.666666666667,5.0,8.0,1280.0,720.0,1.4999999999997726,2
SM-G920F,266560,galaxy s6,samsung,500.0,2015.0,4.0,2015.333333333333,5.1,16.0,2560.0,1440.0,1.8333333333337123,5
SM-J120H,262830,galaxy j1 (2016),samsung,130.0,2016.0,1.0,2016.083333333333,4.5,5.0,854.0,480.0,1.0833333333337123,2
ZB551KL,261706,zenfone go,asus,150.0,2015.0,5.0,2015.416666666667,5.5,13.0,1280.0,720.0,1.7499999999997726,1
ZC550KL (Z010D),261552,zenfone max,asus,170.0,2016.0,5.0,2016.416666666667,5.5,13.0,1280.0,720.0,0.7499999999997726,1
CAM-L21,258577,y6ii,huawei,140.0,2016.0,10.0,2016.833333333333,5.5,13.0,1280.0,720.0,0.3333333333337123,1
SM-G355H,242467,galaxy core ii,samsung,130.0,2014.0,7.0,2014.583333333333,4.5,5.0,800.0,480.0,2.5833333333337123,2
Y28,236893,y28,vivo,100.0,2015.0,12.0,2016.0,4.7,8.0,960.0,540.0,1.1666666666667425,2
SM-G355M,232348,galaxy core 2 duos,samsung,130.0,2014.0,7.0,2014.583333333333,4.5,5.0,800.0,480.0,2.5833333333337123,2
SM-T116NU,229046,galaxy tab 3 v,samsung,370.0,2015.0,,2015.5,7.0,2.0,600.0,1024.0,1.6666666666667425,0
Y31L,228362,y31l,vivo,130.0,2015.0,10.0,2015.833333333333,4.7,8.0,960.0,540.0,1.3333333333337123,2
V3 Max,226566,v3 max,vivo,300.0,2016.0,4.0,2016.333333333333,5.5,13.0,1920.0,1080.0,0.8333333333337123,1
GT-I9300T,226202,galaxy s3,samsung,300.0,2012.0,4.0,2012.333333333333,4.8,8.0,1280.0,720.0,4.833333333333712,4
D820,223154,nexus 5,google,270.0,2013.0,10.0,2013.833333333333,5.0,8.0,1920.0,1080.0,3.3333333333337123,4
Blade A110,214873,blade a110,zte,80.0,2016.0,2.0,2016.166666666667,5.0,8.0,1280.0,720.0,0.9999999999997726,2
R831K,212042,neo 3,oppo,130.0,2014.0,8.0,2014.666666666667,4.5,5.0,854.0,480.0,2.4999999999997726,2
SM-J105B,206558,galaxy j1 mini (2016),samsung,90.0,2016.0,2.0,2016.166666666667,4.3,5.0,800.0,480.0,0.9999999999997726,2
R829,201310,r1,oppo,300.0,2013.0,12.0,2014.0,5.0,5.0,1280.0,720.0,3.1666666666667425,4
SM-N7502,198911,galaxy note 3 neo dual sim,samsung,410.0,2014.0,2.0,2014.166666666667,5.5,8.0,1280.0,720.0,2.9999999999997726,4
i-Style Q4,197068,i-style q4,i-mobile,130.0,2013.0,,2013.5,4.0,8.0,800.0,480.0,3.6666666666667425,3
SM-T111,196823,galaxy tab 3 lite 7.0 3g,samsung,190.0,2014.0,2.0,2014.166666666667,7.0,2.0,600.0,1024.0,2.9999999999997726,6
Smart Speedy 4G 4.0,196394,smart speedy 4g 4.0,true,80.0,2015.0,,2015.5,4.0,5.0,800.0,480.0,1.6666666666667425,2
i-Style 2,196369,i-style 2,i-mobile,130.0,2012.0,,2012.5,3.5,3.0,480.0,320.0,4.6666666666667425,3
Iris 500,194691,iris 500,lava,80.0,2014.0,,2014.5,5.0,5.0,854.0,480.0,2.6666666666667425,2
SM-T116BU,193297,galaxy tab 3,samsung,370.0,2015.0,,2015.5,7.0,3.15,600.0,1024.0,1.6666666666667425,0
Smart 3.5 Touch,191722,smart 3.5 touch,true,80.0,2015.0,,2015.5,3.5,3.0,480.0,320.0,1.6666666666667425,2
ZE551ML (Z00AD),189808,zenfone 2,asus,500.0,2015.0,9.0,2015.75,5.5,13.0,1920.0,1080.0,1.4166666666667425,5
SM-G361HU,188638,galaxy core prime,samsung,150.0,2014.0,11.0,2014.916666666667,4.5,5.0,800.0,480.0,2.2499999999997726,2
Z00LD,180571,zenfone 2 laser (ze550kl),asus,220.0,2015.0,9.0,2015.75,5.5,13.0,1280.0,720.0,1.4166666666667425,1
Iris 353,176993,iris 353,lava,80.0,2013.0,,2013.5,3.5,2.0,480.0,320.0,3.6666666666667425,3
R1001,171912,joy,oppo,100.0,2014.0,5.0,2014.416666666667,4.0,3.15,800.0,480.0,2.7499999999997726,2
SM-A800I,171824,galaxy a8 duos,samsung,270.0,2015.0,10.0,2015.833333333333,5.7,16.0,1920.0,1080.0,1.3333333333337123,1
SM-P355,169784,sm-p355,samsung,210.0,2015.0,5.0,2015.416666666667,8.0,5.0,768.0,1024.0,1.7499999999997726,0
EVA-L19,164153,p9,huawei,440.0,2016.0,4.0,2016.333333333333,5.2,12.0,1920.0,1080.0,0.8333333333337123,5
SM-J500H,164001,galaxy j5,samsung,160.0,2015.0,6.0,2015.5,5.0,13.0,1280.0,720.0,1.6666666666667425,1
SM-T285,163764,galaxy tab a 7.0,samsung,130.0,2016.0,3.0,2016.25,7.0,5.0,800.0,1280.0,0.9166666666667425,0
Z00ED,162829,zenfone 2 laser,asus,210.0,2015.0,8.0,2015.666666666667,5.5,13.0,1280.0,720.0,1.4999999999997726,1
CUN-L21,160823,y5ii,huawei,110.0,2016.0,6.0,2016.5,5.0,8.0,1280.0,720.0,0.6666666666667425,2
SM-G532,157333,galaxy grand prime (2016),samsung,140.0,2016.0,11.0,2016.916666666667,5.0,8.0,960.0,540.0,0.24999999999977263,2
A7000-a,154520,a7000,lenovo,530.0,2015.0,1.0,2015.083333333333,5.5,8.0,1280.0,720.0,2.0833333333337123,5
Blade D6 Lite 3G,153898,blade d6 lite 3g,zte,80.0,2015.0,8.0,2015.666666666667,5.0,5.0,1280.0,720.0,1.4999999999997726,2
R7kf,152597,r7 lite,oppo,250.0,2015.0,10.0,2015.833333333333,5.0,13.0,1280.0,720.0,1.3333333333337123,1
SM-G928C,150786,galaxy s6 edge plus,samsung,530.0,2015.0,8.0,2015.666666666667,5.7,16.0,2560.0,1440.0,1.4999999999997726,5
Blade Q3,150192,blade q3,zte,150.0,2015.0,5.0,2015.416666666667,4.0,5.0,800.0,480.0,1.7499999999997726,2
GT-P3100,147677,galaxy tab 2 7.0,samsung,150.0,2012.0,4.0,2012.333333333333,7.0,3.15,1024.0,600.0,4.833333333333712,6
X9076,140901,find 7,oppo,370.0,2014.0,3.0,2014.25,5.5,13.0,2560.0,1440.0,2.9166666666667425,4
SM-T231,138310,galaxy tab4 7.0 3g,samsung,240.0,2014.0,5.0,2014.416666666667,7.0,3.15,1280.0,800.0,2.7499999999997726,6
GT-I9200,132605,galaxy mega 6.3,samsung,300.0,2013.0,6.0,2013.5,6.3,8.0,1280.0,720.0,3.6666666666667425,4
ZC500TG,131211,zenfone go,asus,130.0,2015.0,8.0,2015.666666666667,5.0,8.0,1280.0,720.0,1.4999999999997726,2
GT-S7270L,127274,galaxy ace 3,samsung,130.0,2013.0,7.0,2013.583333333333,4.0,5.0,800.0,480.0,3.5833333333337123,3
SM-T211,122592,galaxy tab 3,samsung,140.0,2013.0,7.0,2013.583333333333,7.0,3.15,1024.0,600.0,3.5833333333337123,6
L110,121277,life view,blu,230.0,2013.0,4.0,2013.333333333333,5.7,12.0,1280.0,720.0,3.8333333333337123,4
SM-G570F,120396,galaxy j5 prime duos,samsung,230.0,2016.0,10.0,2016.833333333333,5.0,13.0,1280.0,720.0,0.3333333333337123,1
SM-T705,120342,galaxy tab s lte,samsung,200.0,2014.0,8.0,2014.666666666667,8.4,8.0,1600.0,2560.0,2.4999999999997726,0
GT-S7270,117545,galaxy ace 3,samsung,130.0,2013.0,7.0,2013.583333333333,4.0,5.0,800.0,480.0,3.5833333333337123,3
A601CG (Z002),116655,zenfone 6,asus,200.0,2014.0,5.0,2014.416666666667,6.0,13.0,1280.0,720.0,2.7499999999997726,1
ZD551KL (Z00UD),115713,zenfone selfie,asus,280.0,2015.0,8.0,2015.666666666667,5.5,13.0,1920.0,1080.0,1.4999999999997726,1
T1-701u,113679,mediapad t1 7.0,huawei,100.0,2015.0,3.0,2015.25,7.0,2.0,1024.0,600.0,1.9166666666667425,0
GT-I8262,112671,galaxy core,samsung,160.0,2013.0,6.0,2013.5,4.3,5.0,800.0,480.0,3.6666666666667425,3
SM-T715Y,112488,galaxy tab s2,samsung,370.0,2015.0,,2015.5,8.0,8.0,1536.0,2048.0,1.6666666666667425,0
SM-G313M,112266,galaxy ace 4,samsung,250.0,2014.0,8.0,2014.666666666667,4.0,5.0,800.0,480.0,2.4999999999997726,2
A2010,110567,a2010,lenovo,70.0,2015.0,9.0,2015.75,4.5,5.0,854.0,480.0,1.4166666666667425,2
SM-T111M,110535,galaxy tab 3 lite,samsung,190.0,2013.0,2.0,2013.166666666667,7.0,2.0,1024.0,600.0,3.9999999999997726,6
VIE-L29,105794,p9 plus,huawei,600.0,2016.0,5.0,2016.416666666667,5.5,12.0,1920.0,1020.0,0.7499999999997726,5
Y31,104517,y31,vivo,130.0,2015.0,10.0,2015.833333333333,4.7,8.0,1280.0,720.0,1.3333333333337123,2
R7sf,103837,r7s,oppo,260.0,2015.0,12.0,2016.0,5.5,13.0,1920.0,1080.0,1.1666666666667425,1
GT-S7562,102090,galaxy s duos,samsung,110.0,2012.0,9.0,2012.75,4.0,5.0,800.0,480.0,4.4166666666667425,3
A450CG (T00Q),101726,zenfone 4,asus,100.0,2014.0,7.0,2014.583333333333,4.5,8.0,854.0,480.0,2.5833333333337123,2
SM-G313HU,101028,galaxy s duos 3,samsung,250.0,2014.0,8.0,2014.666666666667,4.0,3.15,800.0,480.0,2.4999999999997726,2
One M8,94888,one m8,htc,350.0,2014.0,11.0,2014.916666666667,5.0,4.0,1920.0,1080.0,2.2499999999997726,2
GT-I8262B,93780,galaxy s3 duos,samsung,160.0,2013.0,6.0,2013.5,3.89,5.0,800.0,480.0,3.6666666666667425,3
R827,93515,find 5,oppo,240.0,2013.0,1.0,2013.083333333333,4.7,8.0,960.0,540.0,4.083333333333712,4
ZE550ML (Z008D),91703,zenfone 2,asus,250.0,2015.0,3.0,2015.25,5.5,13.0,1920.0,1080.0,1.9166666666667425,1
A6000,91101,a6000,lenovo,140.0,2015.0,10.0,2015.833333333333,5.0,8.0,1280.0,720.0,1.3333333333337123,2
GT-P3100B,90041,galaxy tab 2,samsung,150.0,2012.0,4.0,2012.333333333333,7.0,3.15,600.0,1024.0,4.833333333333712,6
SM-G318HZ,87975,galaxy tab 3,samsung,370.0,2013.0,,2013.5,8.0,5.0,800.0,1280.0,3.6666666666667425,6
SM-T110,87831,galaxy tab 3 lite 7.0 wifi,samsung,150.0,2014.0,2.0,2014.166666666667,7.0,2.0,600.0,1024.0,2.9999999999997726,6
SM-G530FZ,87533,galaxy grand prime,samsung,150.0,2014.0,10.0,2014.833333333333,5.0,8.0,960.0,540.0,2.3333333333337123,2
SM-G850F,86961,galaxy alpha,samsung,450.0,2014.0,9.0,2014.75,4.7,12.0,1280.0,720.0,2.4166666666667425,5
VNS-L22,85183,p9 lite,huawei,280.0,2016.0,4.0,2016.333333333333,5.2,13.0,1080.0,1920.0,0.8333333333337123,1
LUA-L21,82285,y3 ii,huawei,80.0,2016.0,6.0,2016.5,4.5,5.0,854.0,480.0,0.6666666666667425,2
ZC451CG (Z007),82043,zenfone c,asus,90.0,2015.0,2.0,2015.166666666667,4.5,5.0,854.0,480.0,1.9999999999997726,2
T00I,81637,zenfone 4,asus,100.0,2014.0,7.0,2014.583333333333,4.0,5.0,800.0,480.0,2.5833333333337123,2
R815T,80668,clover,oppo,100.0,2013.0,4.0,2013.333333333333,4.3,5.0,800.0,480.0,3.8333333333337123,3
A680,80408,a680,lenovo,110.0,2013.0,6.0,2013.5,5.0,5.0,854.0,480.0,3.6666666666667425,3
R8106,79677,r5,oppo,200.0,2015.0,8.0,2015.666666666667,5.2,13.0,1920.0,1080.0,1.4999999999997726,1
ZC520TL (X008D),79352,zenfone 3 max,asus,230.0,2016.0,8.0,2016.666666666667,5.2,13.0,1280.0,720.0,0.4999999999997726,1
SM-G318MZ,74329,galaxy v plus,samsung,370.0,2015.0,,2015.5,4.0,3.15,800.0,480.0,1.6666666666667425,2
I5-77,72354,i5-77,mcphone,240.0,2012.0,6.0,2012.5,4.0,5.0,854.0,480.0,4.6666666666667425,3
Nexus 6,71237,nexus 6,google,420.0,2014.0,11.0,2014.916666666667,5.96,13.0,2560.0,1440.0,2.2499999999997726,5
Iris 456,70886,iris 456,lava,80.0,2013.0,2.0,2013.166666666667,4.5,5.0,854.0,480.0,3.9999999999997726,3
SM-G750F,69445,galaxy mega 2,samsung,340.0,2014.0,9.0,2014.75,6.0,13.0,1280.0,720.0,2.4166666666667425,1
RM-914,68371,lumia 520,nokia,70.0,2013.0,4.0,2013.333333333333,4.0,5.0,800.0,480.0,3.8333333333337123,3
Desire 816,67210,desire 816,htc,250.0,2014.0,5.0,2014.416666666667,5.5,13.0,1280.0,720.0,2.7499999999997726,1
GT-N7000,66690,galaxy note,samsung,270.0,2011.0,10.0,2011.833333333333,5.3,8.0,1280.0,800.0,5.333333333333712,4
Smart 3.5,66363,smart 3.5,true,80.0,2014.0,,2014.5,3.5,2.0,480.0,320.0,2.6666666666667425,2
Iris 505,65044,iris 505,lava,100.0,2013.0,8.0,2013.666666666667,5.0,5.0,854.0,480.0,3.4999999999997726,3
A2020a40,64911,vibe c,lenovo,70.0,2016.0,9.0,2016.75,5.0,5.0,854.0,480.0,0.41666666666674246,2
A859,64650,a859,lenovo,140.0,2014.0,4.0,2014.333333333333,5.0,8.0,1280.0,720.0,2.8333333333337123,2
U707,63995,find way s,oppo,370.0,2013.0,3.0,2013.25,5.5,8.0,1280.0,720.0,3.9166666666667425,4
P1ma40,63928,vibe p1m,lenovo,110.0,2015.0,10.0,2015.833333333333,5.0,8.0,1280.0,720.0,1.3333333333337123,2
Iris 405+,63377,iris 405+,lava,70.0,2014.0,12.0,2015.0,4.0,5.0,800.0,480.0,2.1666666666667425,2
Desire Eye,63293,desire eye,htc,380.0,2014.0,11.0,2014.916666666667,5.2,13.0,1920.0,1080.0,2.2499999999997726,1
i-Style 7.1,63110,i-style 7.1,i-mobile,130.0,2012.0,,2012.5,4.0,5.0,800.0,480.0,4.6666666666667425,3
FE170CG (K012),60945,fonepad 7,asus,100.0,2014.0,5.0,2014.416666666667,7.0,2.0,600.0,1024.0,2.7499999999997726,6
R831L,60055,neo 5,oppo,70.0,2014.0,8.0,2014.666666666667,4.5,5.0,854.0,480.0,2.4999999999997726,2
i-Style 710,59121,i-style 710,i-mobile,130.0,2014.0,,2014.5,4.5,8.0,854.0,480.0,2.6666666666667425,2
H30-U10,59019,honor 3c,huawei,200.0,2013.0,6.0,2013.5,5.0,8.0,1280.0,720.0,3.6666666666667425,4
SM-P555,58731,galaxy tab a,samsung,370.0,2015.0,,2015.5,9.7,5.0,768.0,1024.0,1.6666666666667425,0
Blade L3,58244,blade l3,zte,100.0,2014.0,4.0,2014.333333333333,5.0,8.0,854.0,480.0,2.8333333333337123,2
R7 Plus F,57882,r7 plus f,oppo,430.0,2015.0,5.0,2015.416666666667,6.0,13.0,1920.0,1080.0,1.7499999999997726,5
GT-I9100,55639,galaxy s2,samsung,260.0,2011.0,7.0,2011.583333333333,4.3,8.0,800.0,480.0,5.583333333333712,3
Blade C310,54213,blade c310,zte,80.0,2014.0,2.0,2014.166666666667,3.5,2.0,480.0,320.0,2.9999999999997726,3
Z520,52738,liquid z520,acer,130.0,2015.0,4.0,2015.333333333333,5.0,8.0,854.0,480.0,1.8333333333337123,2
N5206,52593,n3 dual sim,oppo,550.0,2014.0,1.0,2014.083333333333,5.5,16.0,1920.0,1080.0,3.0833333333337123,5
A7010a48,51956,vibe k4 note,lenovo,190.0,2016.0,1.0,2016.083333333333,5.5,13.0,1920.0,1080.0,1.0833333333337123,1
R821,51190,find muse,oppo,290.0,2013.0,,2013.5,4.0,3.2,800.0,480.0,3.6666666666667425,3
3006,50109,3006,oppo,270.0,2014.0,1.0,2014.083333333333,4.7,8.0,1280.0,720.0,3.0833333333337123,4
GT-I8190N,49839,galaxy s3 mini,samsung,130.0,2012.0,11.0,2012.916666666667,4.0,5.0,800.0,480.0,4.249999999999773,3
R831,49563,neo,oppo,70.0,2014.0,8.0,2014.666666666667,4.5,5.0,854.0,480.0,2.4999999999997726,2
SM-N915F,47581,galaxy note edge,samsung,650.0,2014.0,11.0,2014.916666666667,5.6,16.0,2560.0,1600.0,2.2499999999997726,5
D6503,47299,xperia z2,sony,330.0,2014.0,7.0,2014.583333333333,5.2,20.7,1920.0,1080.0,2.5833333333337123,1
D802,46899,g2,lg,270.0,2013.0,9.0,2013.75,5.2,13.0,1920.0,1080.0,3.4166666666667425,4
One,46517,one,cubot,350.0,2015.0,11.0,2015.916666666667,5.5,21.0,2560.0,1440.0,1.2499999999997726,1
GT-I9505,45798,galaxy s4 lte,samsung,330.0,2013.0,4.0,2013.333333333333,5.0,13.0,1920.0,1080.0,3.8333333333337123,4
Blade D6 Lite 4G,45351,blade d6 lite 4g,zte,80.0,2015.0,8.0,2015.666666666667,5.0,8.0,1280.0,720.0,1.4999999999997726,2
FE171CG (K01N),45085,fonepad 7,asus,160.0,2014.0,1.0,2014.083333333333,9.4,1.8,800.0,1280.0,3.0833333333337123,0
Redmi Note 3,44916,redmi note 3,xiaomi,220.0,2015.0,2.0,2015.166666666667,5.5,5.0,1920.0,1080.0,1.9999999999997726,2
ZB452KG (X014D),44440,zenfone go 4.5 plus,asus,90.0,2016.0,4.0,2016.333333333333,4.5,5.0,854.0,480.0,0.8333333333337123,2
A7020a48,44213,vibe k5 note,lenovo,190.0,2015.0,1.0,2015.083333333333,5.5,13.0,1920.0,1080.0,2.0833333333337123,1
Y541-U02,43519,honor bee,huawei,70.0,2015.0,5.0,2015.416666666667,4.5,8.0,854.0,480.0,1.7499999999997726,2
Blade S6,43237,blade s6,zte,280.0,2015.0,4.0,2015.333333333333,5.0,13.0,1280.0,720.0,1.8333333333337123,1
A1000,42093,a1000,lenovo,100.0,2015.0,9.0,2015.75,4.0,5.0,800.0,480.0,1.4166666666667425,2
A536,41457,a536,lenovo,100.0,2014.0,12.0,2015.0,5.0,5.0,854.0,480.0,2.1666666666667425,2
Z170CG (P01Y),41406,zenpad c7.0,asus,140.0,2015.0,7.0,2015.583333333333,7.0,5.0,600.0,1024.0,1.5833333333337123,0
SM-T815Y,40537,galaxy tab s2 9.7,samsung,520.0,2015.0,9.0,2015.75,9.7,8.0,1536.0,2048.0,1.4166666666667425,0
RIO-L02,40499,g8 premium edition,huawei,340.0,2015.0,10.0,2015.833333333333,5.5,13.0,1920.0,1080.0,1.3333333333337123,1
i-Style 217,39691,i-style 217,i-mobile,130.0,2015.0,,2015.5,4.0,2.0,800.0,480.0,1.6666666666667425,2
T1-821L,39387,mediapad t1 8.0,huawei,150.0,2016.0,9.0,2016.75,8.0,5.0,1280.0,800.0,0.41666666666674246,0
Y625-U43,38230,ascend y625,huawei,130.0,2015.0,4.0,2015.333333333333,5.0,8.0,854.0,480.0,1.8333333333337123,2
R819,38156,r819,oppo,250.0,2013.0,9.0,2013.75,4.7,8.0,1280.0,720.0,3.4166666666667425,4
